lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
62,0,117.9,6,9,4,3,0,0,0,0
9,2,184.0,10,7,4,2,0,0,3,1
98,0,126.9,5,7,4,1,0,0,0,0
0,0,31.0,3,16,3,2,0,0,1,1
186,1,121.8,7,30,4,1,2,0,3,0
214,1,90.95,8,7,4,2,2,0,0,1
0,0,128.0,8,18,4,1,0,0,3,1
130,2,6.0,3,25,1,1,0,0,0,1
8,0,139.0,7,16,4,1,1,3,0,0
74,0,127.8,7,9,4,1,0,0,3,0
8,0,119.0,5,25,4,1,0,3,0,1
156,1,106.25,8,14,4,3,2,0,0,0
0,0,65.0,1,20,2,1,0,0,0,1
0,1,90.0,12,26,4,2,2,3,0,1
101,0,142.3,7,21,4,3,0,0,3,0
51,0,116.1,4,28,4,3,2,0,1,0
346,0,90.0,9,13,3,2,0,1,0,1
377,1,115.0,10,14,3,2,0,1,0,0
70,0,100.0,6,3,3,2,0,0,0,1
151,0,103.5,8,13,4,1,1,3,0,0
35,0,81.9,3,13,4,1,2,0,0,1
22,0,90.0,10,28,3,2,0,0,0,1
4,1,139.0,7,6,4,2,0,3,0,1
232,2,81.82,8,1,4,7,3,0,1,0
27,0,141.0,5,10,4,3,0,0,0,0
1,0,65.0,4,1,2,1,0,0,0,1
45,1,79.2,11,11,4,2,0,3,0,1
108,1,120.0,3,24,4,3,2,0,1,1
2,1,108.0,12,24,4,1,0,0,3,1
47,1,94.5,10,13,4,4,0,0,0,1
39,0,129.7,9,25,4,0,1,0,0,1
3,0,124.0,6,27,3,1,1,3,0,1
15,1,175.0,8,14,4,0,1,0,3,1
93,0,90.9,10,27,4,2,0,0,0,0
3,1,179.71,9,11,4,5,2,0,3,0
55,1,164.9,5,6,4,3,2,1,3,1
1,0,200.0,6,10,4,1,0,0,5,1
3,1,114.0,10,22,4,3,0,3,0,1
61,0,90.0,11,26,3,1,2,0,0,1
36,1,135.9,8,10,4,2,0,0,0,0
0,0,89.0,5,9,4,0,1,3,0,1
0,0,96.67,9,9,4,1,0,3,0,1
38,1,168.3,3,25,4,2,0,0,3,1
151,0,80.0,1,19,3,3,0,0,0,1
155,1,148.58,12,29,4,3,2,0,5,0
43,1,73.1,3,10,4,3,0,3,0,1
56,1,140.4,5,13,4,2,0,0,3,1
13,0,147.9,11,13,4,4,2,0,5,0
280,0,110.0,9,19,3,2,1,0,0,0
3,1,0.0,2,26,4,0,0,0,0,1
29,1,79.54,1,8,4,5,2,0,0,1
22,1,148.0,12,29,4,3,0,0,3,1
70,0,107.1,7,7,4,1,0,3,0,0
106,0,99.9,7,16,4,1,1,0,0,0
4,1,106.0,8,21,4,2,0,0,0,1
52,0,140.4,5,31,4,5,0,0,3,1
135,1,107.95,7,6,4,4,1,0,0,0
175,1,85.5,7,23,4,1,1,3,0,1
109,0,104.4,10,28,4,2,0,0,3,0
7,0,148.0,3,23,4,3,0,0,3,1
28,1,104.0,9,26,4,0,1,3,0,1
87,1,117.79,2,14,3,1,2,1,0,1
176,0,116.1,9,8,3,3,0,0,0,0
1,1,86.0,1,4,4,1,1,3,0,1
11,0,138.0,3,3,4,3,1,1,0,0
294,2,70.55,11,12,4,3,2,3,0,0
2,1,75.0,12,2,4,2,0,3,0,1
285,0,100.0,10,3,3,3,1,0,0,0
2,0,101.36,11,24,4,3,1,0,3,1
247,0,115.0,6,6,3,1,1,1,0,0
104,0,61.43,2,29,4,5,1,0,0,0
242,0,100.3,9,10,4,2,2,0,0,0
169,0,106.0,4,22,3,2,2,1,0,0
5,0,70.0,11,4,3,3,0,0,0,1
0,0,115.8,9,7,4,3,1,0,0,1
43,0,69.52,2,5,4,2,1,0,1,0
50,0,99.45,4,11,4,3,1,0,0,0
6,0,110.0,10,26,0,4,0,0,3,1
41,0,110.0,9,4,3,1,0,1,0,1
12,0,65.0,8,5,2,3,0,0,0,1
10,0,130.33,2,17,4,3,0,0,3,0
48,0,104.0,9,11,3,1,0,1,0,1
156,1,158.95,8,28,4,2,2,0,5,0
26,0,78.2,11,12,3,2,2,0,3,0
81,0,80.75,10,22,3,2,2,0,0,1
5,1,153.0,8,15,4,1,1,3,5,1
2,0,86.32,1,2,4,4,2,1,0,1
291,0,146.2,12,24,4,6,2,0,5,1
45,1,158.4,10,3,4,0,1,0,3,1
3,0,110.21,5,2,3,2,1,0,0,1
45,1,124.1,3,19,4,2,2,0,3,0
49,0,121.5,3,19,4,1,2,0,3,1
314,0,75.0,10,12,3,3,0,0,0,0
8,0,139.0,9,1,4,1,0,0,0,1
31,0,81.9,3,14,4,1,1,0,1,1
41,0,70.0,12,27,3,5,1,0,0,1
33,1,80.3,2,5,4,2,1,0,0,1
30,0,140.0,6,2,3,2,0,0,0,1
1,1,79.0,11,29,2,1,0,0,0,1
27,0,112.8,5,18,3,1,0,0,0,1
73,0,59.8,1,10,3,1,2,0,0,1
118,2,85.0,11,25,4,3,2,0,0,1
12,0,95.0,10,12,2,3,1,0,0,1
0,3,107.0,10,19,2,4,0,0,0,1
6,0,95.0,4,1,3,2,2,0,0,1
57,2,132.3,10,13,4,3,0,0,3,1
27,0,166.0,6,28,4,2,0,0,3,0
2,1,102.0,1,27,4,1,0,0,0,1
212,2,90.95,7,27,4,10,4,0,0,0
2,2,185.0,8,11,4,1,0,0,3,1
53,2,99.9,6,20,4,3,1,0,0,1
56,3,103.5,10,21,4,3,0,0,0,1
3,1,109.0,8,1,4,1,1,3,0,1
84,0,71.28,11,20,4,0,2,3,0,0
8,1,73.2,1,27,4,4,2,0,0,1
11,0,95.0,10,11,2,1,2,0,0,1
105,0,62.86,4,6,4,2,0,0,0,1
76,0,120.0,10,10,3,0,1,0,0,0
4,0,68.0,2,14,2,1,2,0,0,1
103,0,125.0,12,31,3,2,2,0,0,1
15,0,119.0,9,5,4,0,1,3,0,1
1,0,70.0,6,17,3,2,1,0,0,1
65,0,159.3,8,29,4,3,1,0,3,0
11,0,91.5,12,2,4,2,0,3,0,1
5,2,141.5,9,8,4,3,1,3,0,1
6,1,87.27,10,30,4,2,1,0,0,1
91,0,80.0,4,4,4,2,1,0,0,0
17,2,106.0,12,28,4,0,1,0,0,1
91,1,136.43,12,27,4,4,0,0,3,1
250,0,95.0,9,26,3,3,1,0,0,0
12,1,105.0,8,29,4,1,2,0,0,1
49,1,111.0,10,3,4,2,1,3,0,1
25,1,90.98,9,21,4,3,1,0,3,1
111,1,102.75,5,9,4,3,1,3,0,1
37,0,148.95,4,27,4,4,0,0,3,0
13,0,86.0,2,3,2,4,0,0,4,1
141,0,90.0,9,20,3,0,1,0,0,0
27,0,75.0,10,18,3,3,2,0,3,1
26,0,120.0,6,8,3,1,0,0,0,1
62,2,102.6,12,7,4,1,0,0,3,1
63,2,94.95,4,26,4,2,0,3,0,1
122,1,66.53,4,25,4,5,1,0,0,1
18,1,123.33,11,10,4,3,0,0,0,1
4,2,170.0,9,12,4,1,1,0,3,1
1,1,67.0,12,20,2,3,0,0,0,1
2,0,88.0,1,2,4,3,2,0,0,1
26,1,143.5,8,7,4,0,2,3,0,1
19,2,99.0,9,12,4,0,1,0,0,1
11,1,120.12,8,20,4,2,2,0,3,1
56,0,75.0,11,14,3,2,1,0,0,1
301,1,115.0,7,30,3,1,1,1,0,0
103,0,72.5,7,18,3,1,2,1,0,1
0,0,74.69,11,15,4,0,1,0,0,1
265,0,100.3,10,9,4,3,2,0,0,0
14,1,100.0,11,2,4,1,0,3,0,1
275,0,90.0,10,5,3,4,1,0,0,0
311,2,9.0,11,10,1,2,0,0,3,1
37,0,211.5,6,10,4,3,2,0,5,0
97,1,79.8,10,30,4,1,2,3,0,0
156,1,105.3,7,26,4,1,0,0,0,0
108,1,76.5,8,24,4,2,1,0,0,1
192,0,95.0,6,24,3,2,0,0,0,1
16,0,95.0,10,2,2,1,2,0,0,1
16,1,95.0,10,31,4,1,0,0,0,1
61,0,89.5,3,4,4,2,0,3,0,1
139,0,105.3,5,15,4,1,2,0,0,1
61,0,90.0,11,21,3,1,2,0,3,1
320,1,115.0,8,18,3,2,0,1,0,0
51,3,150.3,7,3,4,2,2,0,0,1
3,0,181.0,3,21,4,1,1,0,5,1
99,0,62.37,4,2,4,4,2,0,0,1
49,1,108.8,3,21,4,3,1,0,0,0
51,2,125.1,8,6,4,1,2,3,0,1
75,0,105.0,10,30,3,0,2,1,0,0
2,2,159.5,2,5,4,2,0,1,0,1
247,0,90.0,6,6,3,1,1,1,0,1
113,0,167.45,5,1,4,5,2,0,5,0
110,1,113.76,7,19,4,4,0,0,3,1
34,0,75.0,10,30,3,2,2,0,0,1
188,0,130.0,6,15,3,2,0,0,0,0
180,0,120.0,10,10,4,2,1,0,0,0
138,1,109.8,6,29,4,3,0,0,3,0
54,0,118.6,5,16,4,1,1,0,1,1
87,2,114.3,7,1,4,2,0,0,0,1
67,1,64.67,12,20,4,5,0,0,0,1
112,0,100.0,6,2,3,2,0,0,0,1
6,0,79.0,7,12,2,1,0,0,0,1
37,0,105.0,10,13,3,3,0,0,0,1
11,0,83.0,6,13,4,0,1,3,0,1
26,1,169.0,9,19,4,3,1,0,3,1
197,1,85.5,8,1,4,1,1,3,0,1
3,1,204.82,10,7,4,2,1,0,6,1
5,1,125.0,4,21,4,3,2,0,0,1
66,2,149.4,9,15,4,3,0,0,3,1
3,2,161.33,9,15,4,3,0,3,0,1
43,0,123.9,7,19,4,3,0,0,0,0
13,0,110.0,6,7,2,2,0,0,3,1
57,1,146.96,9,24,4,5,2,0,3,1
120,0,129.6,9,14,4,4,2,0,0,0
12,2,93.0,2,7,4,0,1,0,0,1
4,1,65.0,2,16,2,3,0,0,0,1
322,0,80.0,5,19,3,3,1,0,0,0
27,3,104.5,12,27,3,1,2,1,0,1
212,0,128.7,10,17,4,1,1,0,3,0
134,2,137.7,9,29,4,3,1,0,3,0
56,0,85.5,5,9,3,3,1,0,0,1
19,2,140.05,4,9,4,7,4,0,0,1
28,0,115.0,12,31,3,3,0,0,0,1
0,0,138.0,8,17,4,0,1,0,0,1
6,2,97.02,10,11,4,1,2,0,0,1
69,0,120.0,6,12,4,4,2,0,0,0
1,1,108.0,7,20,4,1,0,3,0,1
17,0,95.0,6,13,3,3,1,0,0,0
4,1,73.92,4,18,4,1,1,0,0,1
71,0,115.6,6,1,3,4,1,0,3,0
12,0,104.0,5,11,3,4,0,0,0,1
71,0,45.9,3,12,4,3,2,3,0,1
0,0,138.0,12,11,4,0,1,0,3,1
15,0,81.0,2,19,2,1,0,0,0,1
9,1,95.2,12,28,4,4,0,3,0,1
346,1,115.0,9,13,3,2,0,1,0,0
152,1,149.25,8,6,4,3,2,1,0,0
67,3,82.99,2,22,4,4,1,0,3,1
13,0,177.0,6,10,4,1,0,0,3,1
24,2,150.0,6,14,4,5,0,0,3,1
58,0,81.0,1,27,3,2,0,0,0,1
3,1,93.0,3,8,4,4,0,3,0,1
76,1,87.3,4,2,4,1,2,0,0,1
3,1,129.0,2,8,4,0,1,1,0,1
145,0,94.5,8,29,3,1,2,1,0,1
3,1,132.0,6,15,4,3,0,3,0,1
106,2,106.75,7,29,4,5,2,0,0,0
21,2,121.2,11,11,4,2,2,0,3,1
207,0,95.0,12,30,3,2,1,0,0,1
40,2,183.9,6,27,4,2,1,0,5,1
154,2,151.2,10,17,4,3,1,0,3,0
80,1,79.2,11,20,4,1,2,3,0,0
118,0,110.0,6,6,3,2,1,0,0,1
45,0,65.0,4,10,2,0,1,0,0,0
170,0,114.04,9,29,4,5,2,0,0,0
2,0,93.0,1,24,4,2,2,0,0,1
27,3,138.2,12,14,4,4,1,1,3,1
24,1,139.0,9,16,4,2,0,3,0,1
219,1,145.1,9,13,4,2,0,0,0,0
220,1,112.65,10,5,4,4,1,0,0,0
45,0,119.5,10,26,4,2,0,3,0,1
98,2,59.5,12,29,3,3,0,0,0,1
9,0,148.0,12,31,4,1,1,0,3,1
73,1,71.52,2,21,4,1,2,0,1,1
114,0,81.26,7,11,4,3,1,0,0,1
73,0,135.9,6,11,4,1,1,0,0,1
78,1,158.4,9,18,4,1,2,0,3,1
92,0,100.0,3,26,3,1,2,0,0,0
280,0,110.0,9,19,4,2,1,0,0,0
44,0,75.0,2,17,3,3,0,0,0,1
189,0,72.25,8,8,3,3,1,0,0,1
47,1,63.75,12,20,4,2,2,3,0,1
16,0,95.0,10,8,0,1,2,0,0,1
193,0,65.0,10,15,4,3,0,0,0,0
120,0,126.9,6,10,4,2,1,0,0,0
40,0,89.4,5,21,4,1,0,3,0,0
191,0,86.75,7,25,4,4,1,0,0,0
24,1,124.0,5,2,4,0,1,3,0,1
86,0,132.6,5,10,4,4,0,0,3,1
3,0,163.67,8,23,4,3,0,0,3,0
69,2,126.9,5,17,4,3,0,0,0,1
71,2,79.2,11,25,4,2,0,3,0,1
92,3,113.4,10,3,4,1,1,0,0,1
0,0,85.0,1,19,4,1,0,0,0,1
178,2,127.5,8,10,4,3,0,0,0,0
186,0,80.0,4,22,3,2,1,0,0,1
13,1,85.0,3,20,3,0,1,0,0,1
271,1,101.33,9,21,3,3,0,0,0,0
24,1,149.0,10,2,4,1,2,0,0,1
315,0,160.0,9,30,4,2,1,1,0,0
30,0,135.9,7,8,4,1,0,0,0,0
83,0,74.1,6,27,4,2,1,3,0,1
43,0,96.3,4,21,3,2,0,0,3,1
37,1,175.5,10,15,4,1,1,0,3,1
75,0,108.45,3,22,4,4,0,0,3,1
0,0,9.0,10,11,4,0,2,0,0,1
36,1,107.1,10,16,4,0,1,0,0,0
26,2,95.0,9,5,4,1,1,0,0,1
69,2,137.7,7,27,4,3,0,0,3,1
221,0,80.0,8,12,3,1,0,0,0,0
0,0,135.0,10,18,4,0,1,0,0,1
2,0,120.0,9,29,2,1,0,0,0,1
25,0,152.0,12,25,4,0,2,1,3,0
113,0,100.0,5,31,2,3,0,0,0,0
33,1,157.14,3,22,4,5,0,0,3,1
175,0,104.1,9,30,4,2,1,3,0,0
22,0,71.2,1,25,4,15,5,3,0,1
4,0,107.0,5,21,3,1,0,0,3,1
41,0,85.67,3,13,2,1,2,0,0,1
83,1,140.4,8,12,4,2,0,0,3,0
12,0,130.0,10,20,2,2,0,0,0,1
91,0,75.0,9,30,3,2,1,0,0,1
67,1,100.81,3,26,3,1,2,0,0,1
103,0,78.2,7,6,3,4,1,3,0,1
160,0,137.7,7,14,4,3,0,0,3,0
45,0,117.45,9,5,4,1,1,0,3,1
0,1,45.0,7,27,3,1,0,0,0,1
28,0,175.4,6,27,4,3,1,0,3,0
53,0,135.9,8,4,4,3,1,0,0,0
55,0,104.0,4,6,3,1,0,1,0,1
162,0,158.56,12,26,4,5,2,0,0,1
192,0,102.0,9,25,3,3,2,0,0,0
26,0,75.0,10,17,3,1,2,0,3,1
60,1,65.0,10,12,3,3,1,0,0,1
54,1,85.5,12,27,4,0,2,3,0,1
51,0,69.11,10,12,4,3,1,0,0,1
106,0,94.5,7,12,4,6,2,3,0,0
4,3,191.0,4,11,4,2,1,0,5,1
92,0,85.5,8,17,4,1,1,0,0,1
109,1,88.01,5,2,4,2,1,0,3,1
12,0,220.0,8,19,4,1,0,0,5,0
191,0,101.75,7,25,4,4,1,0,0,0
27,0,120.0,6,9,3,1,0,0,0,1
0,0,106.67,8,22,4,1,2,0,0,1
81,1,149.4,9,8,4,3,0,0,3,0
3,0,81.0,2,25,3,3,0,0,0,1
4,1,151.0,7,6,4,3,0,0,0,1
103,0,94.5,7,18,3,1,2,1,0,0
23,1,133.5,6,17,4,2,2,0,0,1
150,1,91.48,9,25,4,0,2,0,0,1
15,1,148.0,9,20,4,1,0,0,0,1
257,0,101.5,7,1,3,2,0,1,0,0
5,0,106.83,2,12,4,8,4,0,3,0
158,1,97.75,7,7,4,3,1,3,0,0
113,1,58.0,3,25,3,2,1,0,0,1
157,1,97.75,7,6,4,4,0,3,0,1
34,0,224.67,9,23,3,3,0,1,0,0
28,2,116.56,9,19,4,3,2,0,0,1
14,1,94.5,9,2,4,1,0,0,0,1
52,1,108.0,10,17,4,1,1,3,0,1
2,1,67.0,6,16,2,1,0,0,0,1
75,0,70.0,3,17,3,3,1,0,0,0
15,1,75.0,1,21,4,1,0,3,0,1
197,1,86.9,8,11,4,1,0,0,3,0
256,0,76.67,9,14,3,2,1,0,0,1
66,1,137.7,4,22,4,2,0,0,3,0
3,0,0.0,4,9,1,1,0,1,0,1
259,1,73.95,12,7,4,4,0,0,0,1
96,1,118.8,10,7,4,2,1,0,0,0
207,0,161.67,12,30,3,2,1,0,0,1
46,0,98.0,12,5,3,3,1,1,0,1
181,2,90.9,10,28,4,2,0,0,0,0
47,2,87.0,12,24,4,1,0,0,0,1
40,1,77.55,1,14,4,3,0,0,1,1
20,0,119.0,9,19,2,2,1,0,0,1
10,1,112.33,6,21,4,3,0,3,0,1
265,1,115.0,6,24,3,2,0,1,0,0
19,1,117.81,9,23,4,2,1,0,0,1
11,1,0.0,12,11,1,2,0,0,1,1
131,0,103.5,12,26,4,0,1,0,3,0
29,1,100.28,3,10,4,3,2,0,0,1
27,0,167.2,9,9,4,2,2,0,4,1
61,0,91.0,10,4,3,0,2,0,0,1
31,0,94.5,4,14,4,1,0,3,0,0
31,0,75.0,9,16,3,2,1,0,0,0
15,0,79.0,2,12,4,2,0,3,0,0
8,0,160.83,12,15,4,3,0,0,1,1
52,2,74.8,12,1,4,3,1,3,0,1
2,1,102.0,1,31,4,2,2,0,0,1
32,1,73.0,11,20,3,2,0,0,0,1
166,0,110.0,11,1,3,3,0,0,0,0
15,1,111.0,5,9,4,1,1,0,0,1
290,1,72.0,6,17,3,2,1,0,0,1
15,0,97.0,12,23,4,1,0,0,0,1
23,1,99.0,10,30,4,3,2,3,0,0
36,1,129.0,10,26,4,4,0,0,0,0
112,2,100.3,12,6,4,4,0,0,0,0
23,2,169.0,9,24,4,1,1,0,3,1
67,0,80.75,5,30,3,3,1,0,0,1
301,0,90.0,7,30,3,1,1,1,0,1
0,0,109.87,4,22,4,1,0,0,0,1
212,0,80.75,8,11,4,3,1,3,0,0
1,0,60.0,2,28,4,1,2,0,0,0
57,1,86.4,11,18,4,2,1,0,0,0
270,0,62.8,4,20,3,4,0,0,0,0
60,1,137.7,7,15,4,1,0,0,3,0
20,1,156.0,5,21,4,1,0,0,3,1
277,0,80.0,9,5,3,5,2,0,0,0
212,0,78.0,5,20,3,3,2,0,0,1
11,0,55.0,11,30,3,2,1,0,0,1
100,0,136.0,5,19,4,3,1,0,0,1
100,0,65.96,4,18,3,3,1,0,0,1
124,0,94.5,8,8,3,1,2,1,0,0
4,0,81.0,2,5,4,2,0,3,0,1
56,0,120.0,6,8,3,1,0,0,0,1
63,0,80.3,3,5,4,1,2,0,0,1
2,0,67.0,3,31,2,2,0,0,0,1
273,0,87.0,7,17,3,2,0,1,0,1
147,0,151.2,10,7,4,2,1,0,3,1
5,0,100.0,5,24,2,2,0,0,0,1
177,0,82.96,7,27,4,2,0,0,3,0
35,0,63.75,12,19,3,3,1,0,0,1
6,0,94.0,11,8,2,1,0,0,3,1
151,1,131.75,7,14,4,8,2,0,3,0
4,1,156.67,3,24,4,3,0,0,0,1
166,1,100.3,6,19,4,2,2,0,0,0
83,0,112.2,9,30,3,1,0,1,0,1
1,2,101.86,11,18,4,2,2,0,0,1
1,1,97.0,11,28,4,0,1,3,0,1
65,0,136.8,9,7,4,3,0,0,3,0
0,0,0.0,9,22,1,1,0,0,0,1
10,1,111.35,5,31,4,3,0,0,0,1
10,0,120.0,11,10,4,1,0,0,0,0
102,1,132.6,5,5,4,3,1,0,3,1
81,0,95.0,9,5,3,4,1,0,0,0
0,1,155.0,10,13,4,1,0,0,3,1
0,1,0.0,3,30,1,1,0,1,5,1
17,0,92.53,3,1,4,4,0,1,0,0
170,0,78.0,4,8,3,3,2,0,0,1
2,0,0.0,5,1,4,0,0,3,0,1
54,2,89.1,10,29,4,1,1,3,0,1
57,1,109.29,9,9,4,3,2,0,3,1
76,2,76.5,7,7,4,3,0,0,0,1
118,2,110.8,12,28,4,4,1,0,0,1
176,0,125.1,9,8,3,3,0,0,0,0
206,4,102.85,10,4,4,4,0,0,0,1
140,0,140.98,12,27,4,3,0,0,5,0
91,0,135.9,8,3,4,1,0,0,0,0
27,1,143.3,11,6,4,3,2,0,0,1
74,0,109.0,9,18,3,2,0,1,0,1
16,1,141.0,3,29,4,4,0,0,0,1
69,0,82.45,3,13,4,3,2,0,3,1
94,0,127.93,5,18,4,4,0,0,0,0
4,0,70.0,12,16,3,1,0,0,0,1
126,0,118.8,9,8,4,3,0,3,0,0
239,0,90.6,6,15,4,2,0,1,0,0
18,1,139.0,9,15,4,1,0,3,0,0
1,0,71.7,1,27,4,2,0,0,0,1
39,0,72.0,11,21,3,2,1,0,0,1
9,2,148.0,8,14,4,1,2,3,0,1
335,1,90.0,10,13,3,3,0,0,0,0
106,0,105.0,5,21,3,3,2,1,0,1
87,0,75.0,12,17,3,1,2,0,0,1
20,2,93.0,2,7,4,1,2,0,0,1
151,0,136.12,8,4,4,5,2,0,0,0
176,0,94.12,10,7,4,2,2,0,0,0
60,0,60.0,10,12,3,1,1,0,0,1
0,0,15.0,7,10,4,0,1,0,0,1
40,1,108.9,6,9,4,1,0,0,0,1
29,0,85.0,12,2,2,2,0,0,0,1
1,0,89.0,8,9,4,0,1,3,0,1
29,2,152.0,10,5,4,2,0,0,0,1
3,1,55.5,3,1,1,5,1,0,0,1
298,0,93.0,5,10,3,2,0,0,0,1
15,1,100.0,3,12,4,2,2,0,0,1
15,0,88.8,3,4,4,2,0,0,3,0
40,3,183.74,8,22,2,5,3,0,4,1
26,1,104.0,11,19,4,1,1,0,0,0
3,0,95.0,11,10,0,2,0,0,3,1
56,1,87.32,6,21,4,3,0,0,3,1
80,0,60.0,2,22,3,3,1,0,0,1
33,0,64.0,1,25,2,1,1,0,0,1
2,2,80.75,11,13,4,2,2,3,0,1
43,2,88.0,12,25,4,1,2,3,0,1
3,0,66.0,1,21,2,1,0,0,0,1
208,0,83.85,10,3,4,0,1,0,0,0
